Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mÎ©);Case Size (mm)(mm);Image path;Datasheet part;3d model part
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;4 mF;110.0;40.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;40 mF;35.0;22.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;8 mF;80.0;30.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;15 mF;50.0;60.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;48 mF;50.0;15.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;6.6 mF;100.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;72 mF;25.0;15.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;18 mF;63.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;23 mF;50.0;17.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;9.4 mF;63.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;2.7 mF;125.0;45.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;13 mF;50.0;50.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;3 mF;100.0;65.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;6.3 mF;60.0;50.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;6 mF;110.0;27.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;47 mF;35.0;15.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;9 mF;80.0;30.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;6.6 mF;63.0;60.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;7.9 mF;100.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;96 mF;25.0;12.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;24 mF;63.0;12.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;4.5 mF;125.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;33 mF;50.0;17.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;11 mF;63.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;3 mF;125.0;45.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;17 mF;50.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;4.2 mF;100.0;30.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;12.6 mF;60.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;8 mF;110.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;48 mF;35.0;15.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;9 mF;80.0;18.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;4.4 mF;80.0;60.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;9 mF;100.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;22 mF;35.0;40.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;4 mF;80.0;55.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;5.3 mF;125.0;35.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;34 mF;50.0;18.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;12 mF;63.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;3.6 mF;125.0;50.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;22 mF;50.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;4.4 mF;100.0;30.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;19 mF;60.0;17.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;1.5 mF;125.0;100.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;58 mF;35.0;17.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;12 mF;80.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;3.3 mF;100.0;70.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;10.5 mF;100.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;32 mF;35.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;6 mF;80.0;27.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;5.6 mF;125.0;35.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;37 mF;50.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;30 mF;25.0;30.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;13 mF;63.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;3.8 mF;125.0;50.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;5.8 mF;100.0;35.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;2.2 mF;125.0;110.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;25 mF;60.0;15.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;1.9 mF;125.0;100.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;70 mF;35.0;12.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;14 mF;80.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;2.2 mF;110.0;85.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;36 mF;35.0;22.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;7 mF;80.0;30.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;7 mF;125.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;44 mF;50.0;15.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;5.6 mF;100.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;48 mF;25.0;20.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;14 mF;63.0;17.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;3.6 mF;125.0;25.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;24 mF;50.0;27.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;6 mF;63.0;50.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;2 mF;125.0;100.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;12 mF;50.0;50.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
EP Series;Enlarge;Tantalum, Wet;Through Hole;Radial;16 mF;80.0;15.0;;image/capacitors\42115.png;Datasheet\capacitors\EP Series\EP Series.pdf;Datasheet\capacitors\EP Series\EP Series.zip
