Part Number;Product Image;Rev. Voltage(V);IF(AV)(A);VFat IF(V at A);IFSM(A);IRM(mA);TJmax.(°C);Package (JEDEC®) Code;Circuit Configuration;AEC-Q101Qualified;Image path;Datasheet part;3d model part
VIT2045C;Enlarge;45;2 x 10;0.41;160.0;;150;TO-262AA;Common cathode;No;image/diodes\89134.png;Datasheet\diodes\VIT2045C\VIT2045C.pdf;
