Series;Product Image;IF(AV)(A) at Ths/TC(°C);IFSMat 50 Hz(A);IFSMat 60 Hz(A);VRRM(V);trr(µs);TJ(°C);VFM(V);Package (JEDEC®) Code;Circuit Configuration;Image path;Datasheet part;3d model part
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 140;1700;1800;100;;-65 to +180;1.2;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 110;1700;1800;100;;-65 to +150;1.4;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 140;1700;1800;200;;-65 to +180;1.2;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 110;1700;1800;200;;-65 to +150;1.4;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 140;1700;1800;400;;-65 to +180;1.2;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 110;1700;1800;400;;-65 to +150;1.4;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 140;1700;1800;600;;-65 to +180;1.2;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 110;1700;1800;600;;-65 to +150;1.4;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 140;1700;1800;800;;-65 to +180;1.2;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 110;1700;1800;800;;-65 to +150;1.4;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 140;1700;1800;1000;;-65 to +180;1.2;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 110;1700;1800;1000;;-65 to +150;1.4;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 140;1700;1800;1200;;-65 to +180;1.2;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 110;1700;1800;1200;;-65 to +150;1.4;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 140;1700;1800;1400;;-65 to +180;1.2;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 110;1700;1800;1400;;-65 to +150;1.4;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 140;1700;1800;1600;;-65 to +180;1.2;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series;Enlarge;85 at 110;1700;1800;1600;;-65 to +150;1.4;DO-5 (DO-203AB);Single;image/diodes/95802.png;Datasheet/diodes/med-high-diodes/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series/VS-85HF(R), VS-86HF(R), VS-87HF(R), VS-88HF(R) Series.pdf;
